Biodiversity Policy,Climate Change Policy,Company,Company Id,Country,Date,Emissions Reduction Initiatives,Energy Efficiency Policy,Equal Opportunity Policy,Fair Remuneration Policy,Fiscal Year,Gender Pay Gap Breakout,Health Safety Policy,Human Rights Policy,Industry,Industry 2,Industry 3,Industry 4,Nb of Environmental Fines,Risks of Climate Change Discussed,Waste Reduction Policy,Water Policy,Years Auditor Employed,CO2 Emissions,CO2 per Sales,Direct CO2 Emissions,Energy Consumption,ESG Score,Indirect CO2 Emissions,Market Cap,Nb Fatalities,Nb of Employees,Pct Women in Management,Pct Women on Board,Row Id,Waste
Y,Y,Company 1592,1592,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,27,3557.914,202.338,1796.045,3666.84,31.24,1761.869,8582.3454,,29521.616,,0.044312505,416,15.598
Y,Y,Company 798,798,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,35,2126.103,394.464,1112.657,205.25,37.13,1013.446,3619.0512,,2650.972,,0.048533861,5685,16.134
Y,Y,Company 818,818,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,36,119.451,69.796,53.943,4186.21,38.55,65.508,5306.205,,40087.652,,0,5548,96.362
Y,Y,Company 997,997,Ethiopia,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,13,99.688,338.085,53.563,,32.49,46.125,29487.73,0,28942.305,,0.203089495,4373,
Y,Y,Company 678,678,France,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Building Construction,0,N,Y,Y,8,5916.332,118.957,3083.333,8315.47,53.61,2832.999,6505.0306,,59510.003,,0.289153928,6487,15588.334
Y,Y,Company 327,327,Japan,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,4,N,Y,Y,6,5799.109,285.91,2863.237,8992.31,45.02,2935.872,3844.7586,2,36240.341,0.0875,0.091790087,8762,13734.114
Y,Y,Company 469,469,Argentina,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Chemicals,Basic & Diversified Chemicals,N.A.,N,Y,Y,22,12668.395,919.349,6398.244,31372.68,57,6270.151,14769.7388,0,14726.35,,0.170870935,7840,
Y,Y,Company 837,837,Colombia,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Chemicals,Specialty Chemicals,N.A.,N,Y,Y,3,2493.279,154.469,1346.597,5488.5,39.3,1146.682,39574.1671,2,22913.494,0.1208,0.314781987,5422,194.713
Y,Y,Company 962,962,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Chemicals,Basic & Diversified Chemicals,N.A.,N,Y,Y,10,15266.037,408.852,7170.699,39669.15,45.72,8095.338,11611.3185,,74142.574,,0.074271615,4602,561.866
Y,Y,Company 1479,1479,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Chemicals,Specialty Chemicals,N.A.,N,Y,Y,10,6357.864,225.152,3058.664,8172.26,42,3299.2,10111.536,,6512.933,,0,1151,37.904
Y,Y,Company 677,677,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Steel,Steel Producers,N.A.,N,Y,Y,36,3361.448,338.356,1720.177,9543.21,39.13,1641.271,8484.9434,,28939.001,,0.082847351,6494,1049.486
Y,Y,Company 1088,1088,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Containers & Packaging,Containers & Packaging,0,N,Y,Y,1,12692.299,522.971,6019.297,60645.7,47.96,6673.002,4552.8042,2,39107.308,,0,3759,3067.794
Y,Y,Company 817,817,Hungary,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Metals & Mining,Precious Metals,1,N,Y,Y,11,2255.982,624.186,1189.933,4723.53,60.93,1066.049,6820.6573,0,8924.929,,0.295465813,5555,327557.812
Y,Y,Company 532,532,Indonesia,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Steel,Steel Producers,N.A.,N,Y,Y,7,66125.565,2714.058,31922.869,96476.62,49.28,34202.696,8745.9874,9,69964.37,0.0895,0.218311356,7445,237288.105
Y,Y,Company 1569,1569,Italy,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Materials,Materials,Steel,Steel Producers,N.A.,N,Y,Y,18,27191.158,1353.881,14112.95,46029.49,57.53,13078.208,8581.5079,,55220.52,0.1138,0.160288010,565,1611.291
Y,Y,Company 1038,1038,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Real Estate,Real Estate,REIT,Industrial REIT,N.A.,N,Y,Y,N.A.,7.513,13.167,3.9,125.37,36.05,3.613,7713.8869,,1587.162,,0.226596037,4094,
Y,Y,Company 1388,1388,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Real Estate,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop,N.A.,N,Y,Y,35,40.007,39.086,22.012,1275.73,30.28,17.995,17167.8663,,16653.563,,0,1769,17.321
Y,Y,Company 878,878,Ethiopia,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Real Estate,Real Estate,REIT,Retail REIT,N.A.,N,Y,Y,N.A.,2.11,121.3,1.126,176.89,35.28,0.984,19042.347,,787.382,0.2632,0.232710780,5157,
Y,Y,Company 629,629,Japan,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Real Estate,Real Estate,REIT,Multi Asset Class REIT,N.A.,N,Y,Y,41,20.611,348.722,11.112,193.58,43.97,9.499,7484.6909,0,491.002,0.3484,0.262188152,6813,40.034
Y,Y,Company 1457,1457,Argentina,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,N.A.,N,Y,Y,53,2143.645,142.365,1092.679,2317.54,46.18,1050.966,172202.8647,0,32573.201,,0.204541925,1301,39.097
Y,Y,Company 1229,1229,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,N.A.,N,Y,Y,29,74.19,154.209,38.679,1678.17,39.98,35.511,8707.6489,,23259.59,,0,2826,16.319
Y,Y,Company 1297,1297,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Consumer Electronics,0,N,Y,Y,1,548.56,58.505,301.639,4088.21,55.86,246.921,8533.7394,,43726.347,,0,2366,69.582
Y,Y,Company 282,282,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Consumer Electronics,0,N,Y,Y,49,10.98,12.585,5.533,65.51,58.04,5.447,4599.5235,,15400.029,,0,9053,5.503
Y,Y,Company 237,237,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Consumer Electronics,N.A.,N,Y,Y,43,112.495,20.364,57.159,546.18,49.03,55.336,6504.8565,,42394.598,,0,9337,15.399
Y,Y,Company 958,958,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Electronics Components,N.A.,N,Y,Y,7,65.216,116.126,34.318,3414.12,40.51,30.898,9616.8332,,77164.429,,0.086641257,4630,100.395
Y,Y,Company 1468,1468,Ecuador,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Utilities,Utilities,Gas & Water Utilities,Gas Utilities,N.A.,N,Y,Y,10,140.522,46.279,74.373,435.12,40.65,66.149,4985.1033,,2736.477,,0,1228,2.37
Y,Y,Company 1162,1162,Ethiopia,01-Jan-18,Y,Y,Y,N,2018,N,Y,Y,Utilities,Utilities,Electric Utilities,Integrated Electric Utilities,N.A.,N,Y,Y,N.A.,22363.375,83432.305,11653.088,37185.31,32.72,10710.287,12180.0849,,12.546,,0,3283,766.196
Y,Y,Company 1579,1579,Argentina,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Communications,Media,Entertainment Content,Film & TV,N.A.,N,Y,Y,83,1735.585,33.375,893.412,5495.36,33.31,842.173,331010.8586,,228048.03,,0.345037155,498,290.124
Y,Y,Company 1042,1042,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Communications,Telecommunications,Telecommunications,Wireline Telecommunications,0,N,Y,Y,28,359.745,47.217,183.43,9151.63,47.75,176.315,120292.4914,,389676.477,,0.131646622,4065,653.276
Y,Y,Company 609,609,Argentina,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Auto Parts,N.A.,N,Y,Y,16,17.618,57.95,9.115,230.71,37.27,8.503,8455.3115,,5727.984,,0.145614193,6943,16.669
Y,Y,Company 1398,1398,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Automobiles,0,N,Y,Y,46,1193.666,47.655,611.889,3433.28,35.24,581.777,19122.7403,,60518.752,,0,1701,406.837
Y,Y,Company 1377,1377,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Automobiles,6,N,Y,Y,18,656.664,29.719,344.072,3014.81,36.36,312.592,11730.7375,,35043.474,,0,1844,187.159
Y,Y,Company 1027,1027,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Auto Parts,N.A.,N,Y,Y,10,137.086,113.284,63.114,758.75,41.18,73.972,3189.8856,,15122.949,,0,4169,22.831
Y,Y,Company 1489,1489,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Automobiles,N.A.,N,Y,Y,9,4797.975,25.013,2499.649,23858.74,52.83,2298.326,237880.2476,,341187.587,,0.086861141,1082,481.7
Y,Y,Company 1222,1222,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Home & Office Products,Household Appliances,N.A.,N,Y,Y,30,81.232,52.57,42.152,322.48,44.13,39.08,4345.3786,,13255.048,,0,2873,33.949
Y,Y,Company 1288,1288,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Home Construction,Homebuilding,0,N,Y,Y,46,237.179,8.323,118.998,480.15,39.3,118.181,12504.5895,,25522.575,0,0.066139820,2425,714.583
Y,Y,Company 969,969,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Automobiles,0,N,Y,Y,32,254.197,24.522,133.428,,41.86,120.769,3682.5244,0,14419.487,,0.218341664,4552,111.892
Y,Y,Company 1287,1287,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Home Construction,Homebuilding,N.A.,N,Y,Y,17,391.23,92.89,211.35,2303.96,54.29,179.88,8713.0989,0,24428.898,,0.070055063,2432,76.619
Y,Y,Company 188,188,Argentina,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Other Spec Retail - Discr,N.A.,N,Y,Y,11,60.647,21.164,32.66,,25.43,27.987,20726.2902,,92879.067,,0.193006344,9654,
Y,Y,Company 597,597,Argentina,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Specialty Apparel Stores,N.A.,N,Y,Y,39,55.218,21.481,29.547,1052.07,45.96,25.671,8513.3114,,115630.916,0.3819,0.288891741,7024,
Y,Y,Company 312,312,Austria,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Food,Packaged Food,N.A.,N,Y,Y,14,90.999,34.976,45.33,502.77,31.33,45.669,28050.7199,,16428.243,,0.141382916,8864,
Y,Y,Company 1047,1047,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Food,Packaged Food,0,N,Y,Y,1,114.886,67.093,57.215,1640.68,44.32,57.671,4001.4922,,10573.419,,0.071092786,4031,62.113
Y,Y,Company 1028,1028,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Food,Packaged Food,0,N,Y,Y,12,696.049,63.216,376.341,1243.45,54.08,319.708,4542.5729,,29944.247,,0.072933691,4162,485.22
Y,Y,Company 937,937,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Food,Packaged Food,0,N,Y,Y,6,539.181,55.165,286.678,2849.18,49.17,252.503,8206.5756,,28757.854,,0.094383602,4765,69.989
Y,Y,Company 1638,1638,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Food,Packaged Food,N.A.,N,Y,Y,25,572.695,76.203,311.782,2462.71,35.88,260.913,3327.3961,,30360.513,,0.050159466,111,229.711
Y,Y,Company 1048,1048,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Food,Packaged Food,N.A.,N,Y,Y,8,421.177,73.918,214.957,1257.78,31.62,206.22,8947.9969,,18960.708,,0.089171058,4024,74.636
Y,Y,Company 1522,1522,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,0,N,Y,Y,10,51.338,60.499,25.281,677.74,44.49,26.057,22188.1084,,15424.2,0.0226,0.118128769,874,80.017
Y,Y,Company 879,879,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Household Products,Home Products,0,N,Y,Y,38,162.175,65.299,80.91,861.07,45.36,81.265,5656.5038,,7431.839,,0.074539351,5149,13.549
Y,Y,Company 197,197,France,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,N.A.,N,Y,Y,11,76.475,11.623,38.417,259.58,48.03,38.058,33747.6791,,20358.614,0.2969,0.320663904,9596,37.645
Y,Y,Company 1428,1428,Argentina,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,Y,Y,75,1460.457,38.946,751.232,7459.11,56.08,709.225,127816.2593,,338414.537,0.2691,0.227415199,1493,903.065
Y,Y,Company 919,919,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Wholesale - Consumer Staples,Food & Beverage Wholesalers,N.A.,N,Y,Y,25,1513.318,14.705,830.711,,40.96,682.607,12740.8627,,4943.644,0,0.064539514,4888,0.008
Y,Y,Company 659,659,France,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,N.A.,N,Y,Y,6,9.206,10.736,4.955,456.81,25.74,4.251,22242.3723,,5713.173,,0.186052140,6617,
Y,Y,Company 522,522,Iceland,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,N.A.,N,Y,Y,2,1340.116,128.407,678.473,,23.54,661.643,8438.0755,,33107.214,,0.371659144,7506,
Y,Y,Company 408,408,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Financials,Financial Services,Institutional Financial Svcs,Institutional Brokerage,N.A.,N,Y,Y,34,1.954,6.939,0.94,200.62,47.27,1.014,7282.3616,,14482.784,,0.161459090,8229,0.698
Y,Y,Company 487,487,Argentina,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Health Care,Health Care,Biotech & Pharma,Large Pharma,1,N,Y,Y,62,372.071,30.743,182.389,2023.07,48.59,189.682,304895.9607,,38301.697,0.2948,0.307662455,7728,141.704
Y,Y,Company 478,478,Argentina,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Health Care,Health Care,Medical Equipment & Devices,Medical Devices,N.A.,N,Y,Y,16,28.587,11.504,13.825,151.53,48.68,14.762,80189.9774,0,15952.071,,0.201345519,7781,5.208
Y,Y,Company 839,839,Colombia,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,0,N,Y,Y,3,70.031,12.118,35.074,559.35,54.37,34.957,35322.6347,,87406.196,,0.317917108,5407,29.495
Y,Y,Company 847,847,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,N.A.,N,Y,Y,1,36.648,17.09,17.945,226.07,46.84,18.703,14950.9086,,6028.471,,0.111681459,5354,1.399
Y,Y,Company 1422,1422,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,N.A.,N,Y,Y,22,47.63,35.569,23.212,258.25,40.52,24.418,4903.1261,,5844.466,,0,1535,4.419
Y,Y,Company 192,192,France,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Health Care,Health Care,Biotech & Pharma,Large Pharma,2,N,Y,Y,2,4033.847,103.752,1868.593,8250.07,70.3,2165.254,55665.3258,2,109556.239,0.2632,0.301870894,9628,871.016
Y,Y,Company 209,209,United Kingdom,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,N.A.,N,Y,Y,6,64.917,31.08,30.18,174.83,44.81,34.737,14375.4863,,11702.59,,0.292309599,9517,10.241
Y,Y,Company 702,702,Australia,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Machinery,Agricultural Machinery,N.A.,N,Y,Y,4,60.012,14.037,29.141,329.77,48.32,30.871,7946.8982,,12813.892,0.2047,0.349425730,6325,46.251
Y,Y,Company 589,589,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,0,N,Y,Y,47,523.105,84.15,269.484,1092.79,50.58,253.621,6134.3132,,27373.005,,0,7078,33.152
Y,Y,Company 1482,1482,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,2,N,Y,Y,2,686.785,50.981,348.786,5599.94,53,337.999,18808.0612,,111818.182,,0.053319662,1130,106.382
Y,Y,Company 402,402,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,N.A.,N,Y,Y,41,1389.526,55.668,651.837,3543.75,51.88,737.689,60793.6449,,75012.592,,0.080834125,8271,203.058
Y,Y,Company 1072,1072,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Industrial Intermediate Prod,Fabricated Metal & Hardware,N.A.,N,Y,Y,42,275.712,91.495,132.861,4229.97,41.91,142.851,3945.1126,,33042.5,,0.068594579,3862,237.229
Y,Y,Company 547,547,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Machinery,Factory Automation Equipment,0,N,Y,Y,N.A.,1059.976,113.05,524.731,703.65,41.13,535.245,36233.6474,,4062.75,0.0078,0,7345,3.597
Y,Y,Company 832,832,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Machinery,Construction & Mining Machinery,N.A.,N,Y,Y,46,256.607,137.206,131.319,2258.64,43.92,125.288,20376.5264,,67783.04,,0.104411478,5456,113.431
Y,Y,Company 758,758,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Transportation Equipment,Commercial Vehicles,0,N,Y,Y,N.A.,354.711,46.29,184.649,1056.05,42.89,170.062,9729.3652,,9331.183,,0,5956,6.44
Y,Y,Company 672,672,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Products,Transportation Equipment,Commercial Vehicles,N.A.,N,Y,Y,N.A.,255.833,25.376,130.798,995.91,33.2,125.035,4976.7117,,11894.19,,0,6528,
Y,Y,Company 802,802,Brazil,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,Y,Y,3,64.084,35.433,33.253,457.28,41.26,30.831,8135.9397,0,20150.44,,0.076141179,5657,85.881
Y,Y,Company 1317,1317,Brazil,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Airlines,0,N,Y,Y,N.A.,35985.662,1239.531,18059.095,58089.66,39.52,17926.567,12287.1859,0,23332.829,,0.076903262,2238,3.395
Y,Y,Company 398,398,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Printing Services,0,N,Y,Y,28,519.434,71.387,280.78,2194.68,42.93,238.654,6390.1977,,33816.074,,0,8299,349.328
Y,Y,Company 1478,1478,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Printing Services,N.A.,N,Y,Y,32,713.868,84.607,364.764,4428.17,49.18,349.104,4718.8282,,58569.933,,0.049579869,1157,381.584
Y,Y,Company 1339,1339,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Commercial Support Services,Security Services,N.A.,N,Y,Y,34,83.717,22.916,44.25,313.81,39.74,39.467,5514.6858,,37019.787,,0,2092,3.14
Y,Y,Company 1382,1382,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Industrial Support Services,Industrial Wholesale & Rental,N.A.,N,Y,Y,48,926.209,30.388,461.778,10.97,29.8,464.431,15829.548,,4725.377,,0.065374815,1810,0.21
Y,Y,Company 1637,1637,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Courier Services,0,N,Y,Y,27,1321.331,71.275,614.362,3888.02,52.29,706.969,11425.0763,,356721.624,,0.075924523,118,67.331
Y,Y,Company 799,799,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,12,2907.55,388.047,1547.261,355.32,31.97,1360.289,7623.7374,,2935.065,,0,5677,9.624
Y,Y,Company 467,467,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,26,2747.425,90.28,1381.45,4657.07,42.16,1365.975,23160.003,,51196.793,,0.063853760,7853,723.558
Y,Y,Company 1592,1592,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,31,1579.516,121.381,853.667,3083.43,42.28,725.849,11439.5242,,26206.47,,0.042216478,415,9.893
Y,Y,Company 798,798,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,41,2099.399,412.261,1034.342,241.4,38.51,1065.057,3482.0671,,2859.74,,0.063702800,5684,16.25
Y,Y,Company 997,997,Ethiopia,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,18,112.168,382.985,59.499,,35.63,52.669,36976.645,0,37375.84,,0.200761210,4372,
Y,Y,Company 678,678,France,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Building Construction,N.A.,N,Y,Y,1,6174.738,133.803,3084.4,11269.71,44.2,3090.338,5526.9958,3,55370.79,,0.247302376,6486,9593.467
Y,Y,Company 327,327,Japan,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,17,N,Y,Y,7,5372.9,514.921,2809.476,10177.33,55.04,2563.424,4415.4231,0,39497.512,0.1193,0.122546546,8761,9341.352
Y,Y,Company 469,469,Argentina,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Materials,Materials,Chemicals,Basic & Diversified Chemicals,N.A.,N,Y,Y,23,9795.576,1009.477,4826.627,26395.67,45.44,4968.949,13087.7415,0,13886.664,,0.195147041,7839,
Y,Y,Company 1479,1479,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Materials,Materials,Chemicals,Specialty Chemicals,N.A.,N,Y,Y,11,6411.467,386.042,3053.029,6162.7,49.53,3358.438,11445.8776,,7651.325,,0,1150,33.177
Y,Y,Company 962,962,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Materials,Materials,Chemicals,Basic & Diversified Chemicals,N.A.,N,Y,Y,12,14027.951,581.121,7246.574,38824.27,37.6,6781.377,10977.4759,,72357.841,,0.102462371,4601,562.534
Y,Y,Company 677,677,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Materials,Materials,Steel,Steel Producers,N.A.,N,Y,Y,45,3103.591,349.134,1582.345,12188.47,42.14,1521.246,8589.3409,,27223.695,,0.100544759,6493,970.395
Y,Y,Company 1088,1088,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Materials,Materials,Containers & Packaging,Containers & Packaging,0,N,Y,Y,2,13460.764,772.27,7297.682,51125.32,43.18,6163.082,5990.3119,1,40381.1,,0,3758,2774.732
Y,Y,Company 817,817,Hungary,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Materials,Materials,Metals & Mining,Precious Metals,0,N,Y,Y,11,2136.195,544.384,1003.123,5047.21,52.38,1133.072,6516.8691,0,9793.981,,0.261815560,5554,351565.106
Y,Y,Company 532,532,Indonesia,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Materials,Materials,Steel,Steel Producers,N.A.,N,Y,Y,6,81410.555,4034.395,43548.529,106752.81,60.72,37862.026,9135.7104,21,74904.871,0.1524,0.204569750,7444,201902.334
Y,Y,Company 1569,1569,Italy,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Materials,Materials,Steel,Steel Producers,N.A.,N,Y,Y,23,26225.334,1032.147,12855.73,39781.4,50.53,13369.604,8567.713,,49141.499,0.1013,0.057628504,564,1574.65
Y,Y,Company 1038,1038,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Real Estate,Real Estate,REIT,Industrial REIT,N.A.,N,Y,Y,N.A.,10.195,18.292,5.031,165.83,29.5,5.164,7854.6931,,1899.433,,0.153243498,4093,
Y,Y,Company 1388,1388,Ecuador,01-Jan-19,Y,Y,Y,N,2019,N,Y,Y,Real Estate,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop,N.A.,N,Y,Y,47,36.617,36.925,18.622,1157.71,31.61,17.995,15738.542,,14791.174,,0,1768,19.402
